"Dia..2025.05.23.","Dia..2025.05.24.","Dia..2025.05.25.","Dia..2025.05.26.","Dia..2025.05.27.","Dia..2025.05.28.","Dia..2025.05.29.","Probabilidade_de_Chuva.0L","Probabilidade_de_Chuva.0L.1","Probabilidade_de_Chuva.0L.2","Probabilidade_de_Chuva.0L.3","Probabilidade_de_Chuva.0L.4","Probabilidade_de_Chuva.40L","Probabilidade_de_Chuva.40L.1","Máxima_do_Dia.30L","Máxima_do_Dia.30L.1","Máxima_do_Dia.31L","Máxima_do_Dia.32L","Máxima_do_Dia.32L.1","Máxima_do_Dia.27L","Máxima_do_Dia.21L","Mínima_do_Dia.18L","Mínima_do_Dia.17L","Mínima_do_Dia.18L.1","Mínima_do_Dia.19L","Mínima_do_Dia.20L","Mínima_do_Dia.20L.1","Mínima_do_Dia.16L"
"2025-05-23","2025-05-24","2025-05-25","2025-05-26","2025-05-27","2025-05-28","2025-05-29",0,0,0,0,0,40,40,30,30,31,32,32,27,21,18,17,18,19,20,20,16
